E,m,3
G,M,3
D,M,6
E,m,3
A,m,3
B,M,6
E,m,3
G,M,3
D,M,3
B,m,3
E,m,3
B,M,3
E,m,6
B,m,3
G,M,3
D,M,3
B,m,3
E,m,3
A,m,3
B,M,3
B,m,6
G,M,3
D,M,3
B,m,3
E,m,3
B,M,1
A,M,1
B,M,1
E,m,6
