A,m,2
E,m,1
G,m,1
A,m,2
E,m,1
G,m,1
A,m,2
E,m,1
G,m,1
A,m,2
E,m,1
G,m,1
A,m,1
NC,NC,3
A,m,2
E,m,1
G,m,1
A,m,2
E,m,1
G,m,1
A,m,2
E,m,1
G,m,1
A,m,2
E,m,1
G,m,1
E,m,4
