A,m,2
F,M,4
D,m,2
G,M,2
A,m,8
F,M,4
D,m,2
G,M,2
A,m,4
G,M,4
A,m,8
G,m,8
A,m,8
G,m,8
A,m,8
G,m,8
D,m,8
G,M,8
A,m,8
G,m,8
A,m,8
G,m,8
A,m,8
G,m,8
D,m,8
G,M,8
F,M,8
A,m,8
F,M,8
A,m,4
G,M,4
A,m,8
G,m,8
A,m,8
G,m,8
A,m,8
G,m,8
D,m,8
G,M,8
A,m,8
G,m,8
A,m,8
G,m,8
A,m,8
G,m,8
D,m,8
G,M,8
F,M,8
A,m,8
F,M,8
A,m,4
G,M,4
A,m,4
G,m,4
F,M,4
G,M,4
C,M,4
D,m,4
C,M,4
D,m,4
A,m,8
G,m,8
A,m,8
G,m,8
A,m,8
G,m,8
D,m,8
G,M,8
F,M,8
A,m,8
F,M,8
A,m,8
F,M,8
A,m,8
F,M,8
A,m,4
G,M,4
A,m,36
